"#node1","automated_textmining","combined_score","database_annotated","EdgeBetweenness","experimentally_determined_interaction","homology","interaction","name","node2","Origin","selected","shared interaction","shared name"
"INPP5B","0","0.457","0","304.0","0.457","0","interacts with","9606.ENSP00000362115 (interacts with) 9606.ENSP00000300935","RAB8A","2","false","interacts with","9606.ENSP00000362115 (interacts with) 9606.ENSP00000300935"
"LRRK1","0","0.457","0","304.0","0.457","0","interacts with","9606.ENSP00000373600 (interacts with) 9606.ENSP00000298910","LRRK2","2","false","interacts with","9606.ENSP00000373600 (interacts with) 9606.ENSP00000298910"
"MFN1","0","0.552","0","228.18412698412698","0.552","0","interacts with","9606.ENSP00000420617 (interacts with) 9606.ENSP00000355865","PRKN","2","false","interacts with","9606.ENSP00000420617 (interacts with) 9606.ENSP00000355865"
"RAB29","0","0.416","0","419.7857142857138","0.416","0","interacts with","9606.ENSP00000356107 (interacts with) 9606.ENSP00000382341","RABGGTA","2","false","interacts with","9606.ENSP00000356107 (interacts with) 9606.ENSP00000382341"
"MT-ND1","0","0.945","0","304.0","0.945","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000355046","MT-ND2","1","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000355046"
"MT-ND1","0","0.97","0","232.3650793650794","0.97","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000215565","NDUFB7","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000215565"
"MT-ND1","0","0.973","0","748.2000000000012","0.973","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000233627"
"MT-ND1","0","0.951","0","232.3650793650794","0.951","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000252102","NDUFA2","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000252102"
"MT-ND1","0","0.833","0","232.3650793650794","0.833","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000252711","NDUFA10","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000252711"
"MT-ND1","0","0.516","0","326.77070707070686","0.516","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000260361","NDUFAF1","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000260361"
"MT-ND1","0","0.951","0","322.86666666666645","0.951","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000263774"
"MT-ND1","0","0.946","0","232.2","0.946","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000266544","NDUFA9","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000266544"
"MT-ND1","0","0.947","0","255.3818181818179","0.947","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000268668","NDUFB10","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000268668"
"MT-ND1","0","0.966","0","232.36507936507937","0.966","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000274137"
"MT-ND1","0","0.921","0","270.7916666666665","0.921","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000276062","NDUFB11","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000276062"
"MT-ND1","0","0.947","0","278.5999999999995","0.947","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000276689"
"MT-ND1","0","0.825","0","299.8333333333337","0.825","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000281031"
"MT-ND1","0","0.951","0","232.36507936507937","0.951","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000296684"
"MT-ND1","0","0.945","0","278.59999999999957","0.945","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000299166"
"MT-ND1","0","0.973","0","330.76666666666705","0.973","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000315774"
"MT-ND1","0","0.978","0","278.765079365079","0.978","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000327268"
"MT-ND1","0","0.972","0","232.0","0.972","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000330737","NDUFA12","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000330737"
"MT-ND1","0","0.457","0","8892.0","0.457","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000340278","PARK7","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000340278"
"MT-ND1","0","0.925","0","255.53333333333305","0.925","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000354665","MT-ND6","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000354665"
"MT-ND1","0","0.734","0","324.82023809523764","0.734","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000418803","TIMMDC1","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000418803"
"MT-ND1","0","0.825","0","232.36507936507937","0.825","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000389160","NDUFA11","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000389160"
"MT-ND1","0","0.961","0","232.36507936507937","0.961","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000407336","NDUFB3","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000407336"
"MT-ND1","0","0.951","0","232.36507936507937","0.951","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000482543","NDUFA6","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000482543"
"MT-ND1","0","0.955","0","232.36507936507937","0.955","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000360492","NDUFA1","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000360492"
"MT-ND1","0","0.983","0","554.8666666666653","0.983","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000423673","NDUFA13","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000423673"
"MT-ND1","0","0.973","0","284.366666666667","0.973","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000356972"
"MT-ND1","0","0.971","0","278.5333333333331","0.971","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000392709"
"MT-ND1","0","0.987","0","487.200000000002","0.987","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000362873","NDUFA8","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000362873"
"MT-ND1","0","0.973","0","232.13333333333333","0.973","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000355206","MT-ND3","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000355206"
"MT-ND1","0","0.951","0","232.2","0.951","0","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000354687 (interacts with) 9606.ENSP00000497587"
"PARK7","0","0.457","0","5836.837828837828","0.457","0","interacts with","9606.ENSP00000340278 (interacts with) 9606.ENSP00000500990","SNCA","2","false","interacts with","9606.ENSP00000340278 (interacts with) 9606.ENSP00000500990"
"PARK7","0","0.457","0","3003.1621711621733","0.457","0","interacts with","9606.ENSP00000340278 (interacts with) 9606.ENSP00000355865","PRKN","2","false","interacts with","9606.ENSP00000340278 (interacts with) 9606.ENSP00000355865"
"PARK7","0","0.457","0","200.0","0.457","0","interacts with","9606.ENSP00000340278 (interacts with) 9606.ENSP00000364204","PINK1","2","false","interacts with","9606.ENSP00000340278 (interacts with) 9606.ENSP00000364204"
"NDUFAF3","0","0.734","0","32.66666666666667","0.734","0","interacts with","9606.ENSP00000323076 (interacts with) 9606.ENSP00000367346","NDUFAF5","2","false","interacts with","9606.ENSP00000323076 (interacts with) 9606.ENSP00000367346"
"NDUFAF5","0","0.734","0","571.3333333333334","0.734","0","interacts with","9606.ENSP00000367346 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000367346 (interacts with) 9606.ENSP00000233627"
"NDUFAF5","0","0.457","0","304.0","0.457","0","interacts with","9606.ENSP00000367346 (interacts with) 9606.ENSP00000400184","NDUFAF8","2","false","interacts with","9606.ENSP00000367346 (interacts with) 9606.ENSP00000400184"
"RHOT1","0","0.613","0","4.0","0.613","0","interacts with","9606.ENSP00000351132 (interacts with) 9606.ENSP00000321971","RHOT2","2","false","interacts with","9606.ENSP00000351132 (interacts with) 9606.ENSP00000321971"
"RAB3IP","0","0.968","0","304.0","0.968","0","interacts with","9606.ENSP00000447300 (interacts with) 9606.ENSP00000300935","RAB8A","2","false","interacts with","9606.ENSP00000447300 (interacts with) 9606.ENSP00000300935"
"RNF19A","0","0.457","0","111.25848595848595","0.457","0","interacts with","9606.ENSP00000428968 (interacts with) 9606.ENSP00000351777","VCP","2","false","interacts with","9606.ENSP00000428968 (interacts with) 9606.ENSP00000351777"
"RNF19A","0","0.457","0","199.2616605616605","0.457","0","interacts with","9606.ENSP00000428968 (interacts with) 9606.ENSP00000400906","UBE2L3","2","false","interacts with","9606.ENSP00000428968 (interacts with) 9606.ENSP00000400906"
"VPS35","0","0.457","0","2.0","0.457","0","interacts with","9606.ENSP00000299138 (interacts with) 9606.ENSP00000485513","WASHC2C","2","false","interacts with","9606.ENSP00000299138 (interacts with) 9606.ENSP00000485513"
"NDUFS1","0","0.984","0","7.707936507936508","0.984","0","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000233627"
"NDUFS1","0","0.972","0","2.2222222222222223","0.972","0","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000327268"
"NDUFS1","0","0.972","0","3.518192918192918","0.972","0","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000263774"
"NDUFS1","0","0.983","0","2.8079365079365077","0.983","0","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000315774"
"NDUFS1","0","0.987","0","3.207936507936508","0.987","0","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000356972"
"NDUFS1","0","0.972","0","2.6222222222222227","0.972","0","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000274137"
"NDUFS1","0","0.972","0","2.7333333333333334","0.972","0","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000497587"
"NDUFS1","0","0.972","0","2.6222222222222227","0.972","0","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000392709 (interacts with) 9606.ENSP00000296684"
"NDUFA11","0","0.956","0","6.948412698412699","0.956","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000233627"
"NDUFA11","0","0.952","0","2.142857142857143","0.952","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000266544","NDUFA9","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000266544"
"NDUFA11","0","0.949","0","2.7222222222222223","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000276062","NDUFB11","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000276062"
"NDUFA11","0","0.949","0","2.5428571428571427","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000299166"
"NDUFA11","0","0.949","0","2.6222222222222227","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000392709"
"NDUFA11","0","0.949","0","2.0","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000407336","NDUFB3","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000407336"
"NDUFA11","0","0.949","0","2.0","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000482543","NDUFA6","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000482543"
"NDUFA11","0","0.844","0","2.0","0.844","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000215565","NDUFB7","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000215565"
"NDUFA11","0","0.949","0","2.4000000000000004","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000327268"
"NDUFA11","0","0.949","0","3.448412698412698","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000263774"
"NDUFA11","0","0.844","0","2.5428571428571427","0.844","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000276689"
"NDUFA11","0","0.949","0","3.126190476190476","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000315774"
"NDUFA11","0","0.949","0","2.726190476190476","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000356972"
"NDUFA11","0","0.949","0","2.0","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000274137"
"NDUFA11","0","0.844","0","2.392857142857143","0.844","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000268668","NDUFB10","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000268668"
"NDUFA11","0","0.939","0","4.615079365079366","0.939","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000362873","NDUFA8","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000362873"
"NDUFA11","0","0.949","0","2.142857142857143","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000497587"
"NDUFA11","0","0.949","0","2.0","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000252102","NDUFA2","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000252102"
"NDUFA11","0","0.825","0","5.448412698412699","0.825","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000423673","NDUFA13","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000423673"
"NDUFA11","0","0.949","0","2.365079365079365","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000330737","NDUFA12","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000330737"
"NDUFA11","0","0.949","0","2.0","0.949","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000296684"
"NDUFA11","0","0.832","0","2.976190476190476","0.832","0","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000389160 (interacts with) 9606.ENSP00000281031"
"NDUFA1","0","0.898","0","6.948412698412699","0.898","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000233627"
"NDUFA1","0","0.924","0","2.142857142857143","0.924","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000266544","NDUFA9","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000266544"
"NDUFA1","0","0.926","0","2.7222222222222223","0.926","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000276062","NDUFB11","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000276062"
"NDUFA1","0","0.903","0","2.5428571428571427","0.903","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000299166"
"NDUFA1","0","0.825","0","2.0","0.825","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000389160","NDUFA11","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000389160"
"NDUFA1","0","0.906","0","2.0","0.906","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000407336","NDUFB3","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000407336"
"NDUFA1","0","0.929","0","2.6222222222222227","0.929","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000392709"
"NDUFA1","0","0.951","0","2.0","0.951","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000482543","NDUFA6","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000482543"
"NDUFA1","0","0.931","0","2.0","0.931","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000215565","NDUFB7","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000215565"
"NDUFA1","0","0.931","0","2.4000000000000004","0.931","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000327268"
"NDUFA1","0","0.929","0","3.448412698412698","0.929","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000263774"
"NDUFA1","0","0.907","0","2.5428571428571427","0.907","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000276689"
"NDUFA1","0","0.968","0","3.126190476190476","0.968","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000315774"
"NDUFA1","0","0.916","0","2.726190476190476","0.916","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000356972"
"NDUFA1","0","0.931","0","2.0","0.931","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000274137"
"NDUFA1","0","0.931","0","2.392857142857143","0.931","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000268668","NDUFB10","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000268668"
"NDUFA1","0","0.972","0","4.615079365079366","0.972","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000362873","NDUFA8","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000362873"
"NDUFA1","0","0.931","0","2.142857142857143","0.931","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000497587"
"NDUFA1","0","0.901","0","2.0","0.901","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000252102","NDUFA2","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000252102"
"NDUFA1","0","0.961","0","5.448412698412699","0.961","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000423673","NDUFA13","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000423673"
"NDUFA1","0","0.899","0","2.0","0.899","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000252711","NDUFA10","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000252711"
"NDUFA1","0","0.921","0","2.365079365079365","0.921","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000330737","NDUFA12","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000330737"
"NDUFA1","0","0.908","0","2.0","0.908","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000296684"
"NDUFA1","0","0.902","0","2.976190476190476","0.902","0","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000360492 (interacts with) 9606.ENSP00000281031"
"NDUFA6","0","0.991","0","6.948412698412699","0.991","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000233627"
"NDUFA6","0","0.983","0","2.142857142857143","0.983","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000266544","NDUFA9","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000266544"
"NDUFA6","0","0.951","0","2.7222222222222223","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000276062","NDUFB11","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000276062"
"NDUFA6","0","0.951","0","2.5428571428571427","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000299166"
"NDUFA6","0","0.972","0","2.6222222222222227","0.972","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000392709"
"NDUFA6","0","0.951","0","2.0","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000407336","NDUFB3","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000407336"
"NDUFA6","0","0.951","0","2.0","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000215565","NDUFB7","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000215565"
"NDUFA6","0","0.951","0","2.4000000000000004","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000327268"
"NDUFA6","0","0.972","0","3.448412698412698","0.972","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000263774"
"NDUFA6","0","0.951","0","2.5428571428571427","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000276689"
"NDUFA6","0","0.951","0","3.126190476190476","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000315774"
"NDUFA6","0","0.972","0","2.726190476190476","0.972","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000356972"
"NDUFA6","0","0.951","0","2.0","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000274137"
"NDUFA6","0","0.951","0","2.392857142857143","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000268668","NDUFB10","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000268668"
"NDUFA6","0","0.951","0","4.615079365079366","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000362873","NDUFA8","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000362873"
"NDUFA6","0","0.951","0","2.142857142857143","0.951","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000497587"
"NDUFA6","0","0.972","0","2.0","0.972","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000296684"
"NDUFA6","0","0.949","0","2.976190476190476","0.949","0","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000482543 (interacts with) 9606.ENSP00000281031"
"NDUFB7","0","0.947","0","2.6222222222222227","0.947","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000392709"
"NDUFB7","0","0.975","0","6.948412698412699","0.975","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000233627"
"NDUFB7","0","0.984","0","2.542857142857143","0.984","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000299166"
"NDUFB7","0","0.977","0","2.4000000000000004","0.977","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000327268"
"NDUFB7","0","0.951","0","3.4484126984126986","0.951","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000263774"
