"#node1","automated_textmining","combined_score","database_annotated","EdgeBetweenness","experimentally_determined_interaction","homology","interaction","name","node2","Origin","selected","shared interaction","shared name"
"NDUFB7","0","0.978","0","2.542857142857143","0.978","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000276689"
"NDUFB7","0","0.977","0","3.1261904761904766","0.977","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000315774"
"NDUFB7","0","0.947","0","2.726190476190476","0.947","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000356972"
"NDUFB7","0","0.978","0","2.0","0.978","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000274137"
"NDUFB7","0","0.977","0","2.142857142857143","0.977","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000497587"
"NDUFB7","0","0.974","0","2.0","0.974","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000296684"
"NDUFB7","0","0.928","0","2.9761904761904763","0.928","0","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000215565 (interacts with) 9606.ENSP00000281031"
"NDUFS3","0","0.991","0","4.25","0.991","0","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000233627"
"NDUFS3","0","0.614","0","50.91080586080578","0.614","0","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000351737","TMEM126B","2","false","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000351737"
"NDUFS3","0","0.549","0","3.953571428571429","0.549","0","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000418803","TIMMDC1","2","false","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000418803"
"NDUFS3","0","0.951","0","3.9253357753357756","0.951","0","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000327268"
"NDUFS3","0","0.972","0","2.929304029304029","0.972","0","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000315774"
"NDUFS3","0","0.951","0","3.4484126984126986","0.951","0","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000274137"
"NDUFS3","0","0.951","0","3.1079365079365084","0.951","0","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000497587"
"NDUFS3","0","0.972","0","3.4484126984126986","0.972","0","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000263774 (interacts with) 9606.ENSP00000296684"
"NDUFB9","0","0.969","0","7.774603174603175","0.969","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000233627"
"NDUFB9","0","0.978","0","3.584859584859585","0.978","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000263774"
"NDUFB9","0","0.734","0","5.8050976800976795","0.734","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000418803","TIMMDC1","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000418803"
"NDUFB9","0","0.971","0","2.142857142857143","0.971","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000327268"
"NDUFB9","0","0.963","0","2.3333333333333335","0.963","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000392709"
"NDUFB9","0","0.954","0","2.507936507936508","0.954","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000315774"
"NDUFB9","0","0.947","0","2.9079365079365083","0.947","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000356972"
"NDUFB9","0","0.975","0","2.542857142857143","0.975","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000274137"
"NDUFB9","0","0.954","0","2.4000000000000004","0.954","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000497587"
"NDUFB9","0","0.947","0","2.542857142857143","0.947","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000296684"
"NDUFB9","0","0.916","0","3.1626373626373625","0.916","0","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000276689 (interacts with) 9606.ENSP00000281031"
"NDUFS8","0","0.734","0","5.149542124542123","0.734","0","interacts with","9606.ENSP00000315774 (interacts with) 9606.ENSP00000418803","TIMMDC1","2","false","interacts with","9606.ENSP00000315774 (interacts with) 9606.ENSP00000418803"
"NDUFS8","0","0.98","0","2.7261904761904763","0.98","0","interacts with","9606.ENSP00000315774 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000315774 (interacts with) 9606.ENSP00000327268"
"NDUFS8","0","0.951","0","2.9079365079365083","0.951","0","interacts with","9606.ENSP00000315774 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000315774 (interacts with) 9606.ENSP00000497587"
"NDUFS2","0","0.991","0","4.166666666666666","0.991","0","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000233627"
"NDUFS2","0","0.972","0","2.452380952380952","0.972","0","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000263774"
"NDUFS2","0","0.988","0","2.4000000000000004","0.988","0","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000315774"
"NDUFS2","0","0.951","0","3.126190476190476","0.951","0","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000327268"
"NDUFS2","0","0.734","0","4.405952380952382","0.734","0","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000418803","TIMMDC1","2","false","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000418803"
"NDUFS2","0","0.972","0","2.726190476190476","0.972","0","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000274137"
"NDUFS2","0","0.951","0","2.507936507936508","0.951","0","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000497587"
"NDUFS2","0","0.951","0","2.726190476190476","0.951","0","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000356972 (interacts with) 9606.ENSP00000296684"
"MT-ND6","0","0.861","0","2.25","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000215565","NDUFB7","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000215565"
"MT-ND6","0","0.861","0","4.619047619047619","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000233627"
"MT-ND6","0","0.951","0","3.0190476190476194","0.951","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000263774"
"MT-ND6","0","0.93","0","2.355555555555556","0.93","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000266544","NDUFA9","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000266544"
"MT-ND6","0","0.861","0","2.8000000000000003","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000276062","NDUFB11","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000276062"
"MT-ND6","0","0.861","0","2.755555555555556","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000276689"
"MT-ND6","0","0.861","0","2.755555555555556","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000299166"
"MT-ND6","0","0.861","0","2.8190476190476192","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000315774"
"MT-ND6","0","0.734","0","32.634199134199164","0.734","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000323076","NDUFAF3","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000323076"
"MT-ND6","0","0.861","0","2.6500000000000004","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000327268"
"MT-ND6","0","0.868","0","2.25","0.868","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000389160","NDUFA11","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000389160"
"MT-ND6","0","0.861","0","2.25","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000407336","NDUFB3","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000407336"
"MT-ND6","0","0.861","0","2.25","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000482543","NDUFA6","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000482543"
"MT-ND6","0","0.861","0","2.8222222222222224","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000392709"
"MT-ND6","0","0.861","0","2.419047619047619","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000356972"
"MT-ND6","0","0.925","0","2.25","0.925","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000360492","NDUFA1","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000360492"
"MT-ND6","0","0.833","0","2.25","0.833","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000274137"
"MT-ND6","0","0.861","0","2.1333333333333333","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000268668","NDUFB10","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000268668"
"MT-ND6","0","0.861","0","4.333333333333334","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000362873","NDUFA8","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000362873"
"MT-ND6","0","0.861","0","2.3555555555555556","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000497587"
"MT-ND6","0","0.861","0","2.25","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000252102","NDUFA2","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000252102"
"MT-ND6","0","0.925","0","5.019047619047619","0.925","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000423673","NDUFA13","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000423673"
"MT-ND6","0","0.881","0","2.25","0.881","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000252711","NDUFA10","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000252711"
"MT-ND6","0","0.861","0","2.533333333333334","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000330737","NDUFA12","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000330737"
"MT-ND6","0","0.861","0","2.25","0.861","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000296684"
"MT-ND6","0","0.867","0","3.000865800865801","0.867","0","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000354665 (interacts with) 9606.ENSP00000281031"
"NDUFS6","0","0.972","0","6.948412698412699","0.972","0","interacts with","9606.ENSP00000274137 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000274137 (interacts with) 9606.ENSP00000233627"
"NDUFS6","0","0.972","0","2.4000000000000004","0.972","0","interacts with","9606.ENSP00000274137 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000274137 (interacts with) 9606.ENSP00000327268"
"NDUFS6","0","0.972","0","3.1261904761904766","0.972","0","interacts with","9606.ENSP00000274137 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000274137 (interacts with) 9606.ENSP00000315774"
"NDUFS6","0","0.951","0","2.142857142857143","0.951","0","interacts with","9606.ENSP00000274137 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000274137 (interacts with) 9606.ENSP00000497587"
"NDUFB10","0","0.98","0","2.392857142857143","0.98","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000215565","NDUFB7","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000215565"
"NDUFB10","0","0.896","0","4.431818181818182","0.896","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000233627"
"NDUFB10","0","0.951","0","2.765151515151515","0.951","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000263774"
"NDUFB10","0","0.734","0","4.718722943722942","0.734","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000418803","TIMMDC1","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000418803"
"NDUFB10","0","0.954","0","2.6500000000000004","0.954","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000315774"
"NDUFB10","0","0.976","0","2.840151515151515","0.976","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000276062","NDUFB11","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000276062"
"NDUFB10","0","0.973","0","2.6222222222222222","0.973","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000299166"
"NDUFB10","0","0.978","0","2.392857142857143","0.978","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000274137"
"NDUFB10","0","0.97","0","2.392857142857143","0.97","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000407336","NDUFB3","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000407336"
"NDUFB10","0","0.963","0","2.6222222222222222","0.963","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000276689"
"NDUFB10","0","0.971","0","2.9373737373737376","0.971","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000392709"
"NDUFB10","0","0.98","0","2.792857142857143","0.98","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000327268"
"NDUFB10","0","0.947","0","2.25","0.947","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000356972"
"NDUFB10","0","0.957","0","2.2222222222222223","0.957","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000497587"
"NDUFB10","0","0.951","0","2.392857142857143","0.951","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000296684"
"NDUFB10","0","0.97","0","2.7651515151515147","0.97","0","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000268668 (interacts with) 9606.ENSP00000281031"
"NDUFAF1","0","0.457","0","8.1540404040404","0.457","0","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000233627"
"NDUFAF1","0","0.734","0","3.8734848484848494","0.734","0","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000418803","TIMMDC1","2","false","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000418803"
"NDUFAF1","0","0.559","0","33.01587301587301","0.559","0","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000358272","NDUFAF4","2","false","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000358272"
"NDUFAF1","0","0.734","0","28.75959595959599","0.734","0","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000323076","NDUFAF3","2","false","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000323076"
"NDUFAF1","0","0.734","0","5.9040404040403995","0.734","0","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000263774"
"NDUFAF1","0","0.734","0","6.4790404040404","0.734","0","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000276062","NDUFB11","2","false","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000276062"
"NDUFAF1","0","0.734","0","9.022233322233317","0.734","0","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000392709"
"NDUFAF1","0","0.734","0","42.865018315018226","0.734","0","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000351737","TMEM126B","2","false","interacts with","9606.ENSP00000260361 (interacts with) 9606.ENSP00000351737"
"MT-ND3","0","0.947","0","2.2222222222222223","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000215565","NDUFB7","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000215565"
"MT-ND3","0","0.973","0","6.641269841269842","0.973","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000233627","NDUFS7","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000233627"
"MT-ND3","0","0.422","0","6.945310245310243","0.422","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000260361","NDUFAF1","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000260361"
"MT-ND3","0","0.947","0","3.041269841269841","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000263774","NDUFS3","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000263774"
"MT-ND3","0","0.946","0","2.3333333333333335","0.946","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000266544","NDUFA9","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000266544"
"MT-ND3","0","0.947","0","2.5373737373737373","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000268668","NDUFB10","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000268668"
"MT-ND3","0","0.954","0","2.2222222222222223","0.954","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000274137","NDUFS6","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000274137"
"MT-ND3","0","0.861","0","2.4000000000000004","0.861","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000276062","NDUFB11","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000276062"
"MT-ND3","0","0.947","0","2.7333333333333334","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000276689"
"MT-ND3","0","0.946","0","2.7333333333333334","0.946","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000299166"
"MT-ND3","0","0.947","0","3.207936507936508","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000315774"
"MT-ND3","0","0.947","0","2.6222222222222227","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000327268","NDUFV2","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000327268"
"MT-ND3","0","0.933","0","2.4222222222222225","0.933","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000354665","MT-ND6","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000354665"
"MT-ND3","0","0.844","0","2.2222222222222223","0.844","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000389160","NDUFA11","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000389160"
"MT-ND3","0","0.833","0","2.2222222222222223","0.833","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000360492","NDUFA1","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000360492"
"MT-ND3","0","0.946","0","2.2222222222222223","0.946","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000407336","NDUFB3","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000407336"
"MT-ND3","0","0.972","0","2.2222222222222223","0.972","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000482543","NDUFA6","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000482543"
"MT-ND3","0","0.947","0","2.4000000000000004","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000392709","NDUFS1","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000392709"
"MT-ND3","0","0.973","0","2.8079365079365077","0.973","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000356972","NDUFS2","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000356972"
"MT-ND3","0","0.947","0","4.355555555555556","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000362873","NDUFA8","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000362873"
"MT-ND3","0","0.947","0","2.3333333333333335","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000497587","NDUFV1","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000497587"
"MT-ND3","0","0.947","0","2.2222222222222223","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000252102","NDUFA2","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000252102"
"MT-ND3","0","0.973","0","5.041269841269841","0.973","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000423673","NDUFA13","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000423673"
"MT-ND3","0","0.874","0","2.2222222222222223","0.874","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000252711","NDUFA10","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000252711"
"MT-ND3","0","0.947","0","2.1333333333333333","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000330737","NDUFA12","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000330737"
"MT-ND3","0","0.947","0","2.2222222222222223","0.947","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000296684","NDUFS4","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000296684"
"MT-ND3","0","0.844","0","2.9857142857142853","0.844","0","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000281031","NDUFC2","2","false","interacts with","9606.ENSP00000355206 (interacts with) 9606.ENSP00000281031"
"NDUFAF2","0","0.638","0","59.71794871794876","0.638","0","interacts with","9606.ENSP00000296597 (interacts with) 9606.ENSP00000276689","NDUFB9","2","false","interacts with","9606.ENSP00000296597 (interacts with) 9606.ENSP00000276689"
"NDUFAF2","0","0.422","0","64.53846153846159","0.422","0","interacts with","9606.ENSP00000296597 (interacts with) 9606.ENSP00000315774","NDUFS8","2","false","interacts with","9606.ENSP00000296597 (interacts with) 9606.ENSP00000315774"
"NDUFAF2","0","0.621","0","59.71794871794876","0.621","0","interacts with","9606.ENSP00000296597 (interacts with) 9606.ENSP00000299166","NDUFB8","2","false","interacts with","9606.ENSP00000296597 (interacts with) 9606.ENSP00000299166"
