Entry,Entry Name,Protein names,Gene Names,name,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function),Gene Ontology IDs
O15232,MATN3_HUMAN,Matrilin-3,MATN3,9606.ENSP00000383894,cartilage development [GO:0051216]; extracellular matrix organization [GO:0030198]; skeletal system development [GO:0001501],endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; matrilin complex [GO:0120216],endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; matrilin complex [GO:0120216]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; cartilage development [GO:0051216]; extracellular matrix organization [GO:0030198]; skeletal system development [GO:0001501],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],GO:0001501; GO:0005201; GO:0005509; GO:0005576; GO:0005788; GO:0030198; GO:0031012; GO:0051216; GO:0120216
O75096,LRP4_HUMAN,Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7),LRP4 KIAA0816 LRP10 MEGF7,9606.ENSP00000367888,amyloid-beta clearance by cellular catabolic process [GO:0150094]; dendrite morphogenesis [GO:0048813]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; endocytosis [GO:0006897]; enzyme-linked receptor protein signaling pathway [GO:0007167]; generation of neurons [GO:0048699]; hair follicle development [GO:0001942]; kidney development [GO:0001822]; limb development [GO:0060173]; negative regulation of axonogenesis [GO:0050771]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of presynaptic membrane organization [GO:1901631]; positive regulation of Rac protein signal transduction [GO:0035022]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; proximal/distal pattern formation [GO:0009954]; Rac protein signal transduction [GO:0016601]; regulation of postsynapse assembly [GO:0150052]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse organization [GO:0050808]; synaptic assembly at neuromuscular junction [GO:0051124]; Wnt signaling pathway [GO:0016055],cell surface [GO:0009986]; dendrite [GO:0030425]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]; synaptic membrane [GO:0097060],cell surface [GO:0009986]; dendrite [GO:0030425]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]; synaptic membrane [GO:0097060]; apolipoprotein binding [GO:0034185]; calcium ion binding [GO:0005509]; coreceptor activity [GO:0015026]; protein homodimerization activity [GO:0042803]; receptor tyrosine kinase binding [GO:0030971]; scaffold protein binding [GO:0097110]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; dendrite morphogenesis [GO:0048813]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; endocytosis [GO:0006897]; enzyme-linked receptor protein signaling pathway [GO:0007167]; generation of neurons [GO:0048699]; hair follicle development [GO:0001942]; kidney development [GO:0001822]; limb development [GO:0060173]; negative regulation of axonogenesis [GO:0050771]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of presynaptic membrane organization [GO:1901631]; positive regulation of Rac protein signal transduction [GO:0035022]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; proximal/distal pattern formation [GO:0009954]; Rac protein signal transduction [GO:0016601]; regulation of postsynapse assembly [GO:0150052]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse organization [GO:0050808]; synaptic assembly at neuromuscular junction [GO:0051124]; Wnt signaling pathway [GO:0016055],apolipoprotein binding [GO:0034185]; calcium ion binding [GO:0005509]; coreceptor activity [GO:0015026]; protein homodimerization activity [GO:0042803]; receptor tyrosine kinase binding [GO:0030971]; scaffold protein binding [GO:0097110],GO:0001822; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0007167; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0015026; GO:0016055; GO:0016601; GO:0030279; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0035022; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0044853; GO:0048699; GO:0048813; GO:0050771; GO:0050808; GO:0051124; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150052; GO:0150094; GO:1901631; GO:1904395
O94811,TPPP_HUMAN,Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p24) (p25-alpha),TPPP TPPP1,9606.ENSP00000353785,astral microtubule organization [GO:0030953]; cell division [GO:0051301]; microtubule bundle formation [GO:0001578]; microtubule nucleation by microtubule organizing center [GO:0051418]; microtubule polymerization [GO:0046785]; myelin assembly [GO:0032288]; negative regulation of tubulin deacetylation [GO:1904428]; oligodendrocyte development [GO:0014003]; oligodendrocyte differentiation [GO:0048709]; positive regulation of myelination [GO:0031643]; positive regulation of protein polymerization [GO:0032273]; positive regulation of protein-containing complex assembly [GO:0031334]; regulation of microtubule cytoskeleton organization [GO:0070507],cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic Golgi apparatus [GO:0150051],cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic Golgi apparatus [GO:0150051]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; microtubule binding [GO:0008017]; protein homodimerization activity [GO:0042803]; tubulin binding [GO:0015631]; astral microtubule organization [GO:0030953]; cell division [GO:0051301]; microtubule bundle formation [GO:0001578]; microtubule nucleation by microtubule organizing center [GO:0051418]; microtubule polymerization [GO:0046785]; myelin assembly [GO:0032288]; negative regulation of tubulin deacetylation [GO:1904428]; oligodendrocyte development [GO:0014003]; oligodendrocyte differentiation [GO:0048709]; positive regulation of myelination [GO:0031643]; positive regulation of protein polymerization [GO:0032273]; positive regulation of protein-containing complex assembly [GO:0031334]; regulation of microtubule cytoskeleton organization [GO:0070507],GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; microtubule binding [GO:0008017]; protein homodimerization activity [GO:0042803]; tubulin binding [GO:0015631],GO:0000287; GO:0001578; GO:0003924; GO:0005634; GO:0005737; GO:0005739; GO:0005815; GO:0005829; GO:0005874; GO:0008017; GO:0014003; GO:0015631; GO:0030953; GO:0031334; GO:0031643; GO:0032273; GO:0032288; GO:0042803; GO:0046785; GO:0048471; GO:0048709; GO:0051301; GO:0051418; GO:0070507; GO:0072686; GO:0150051; GO:1904428
O94905,ERLN2_HUMAN,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924,9606.ENSP00000428112,cholesterol metabolic process [GO:0008203]; ERAD pathway [GO:0036503]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of fatty acid biosynthetic process [GO:0045717]; regulation of cholesterol biosynthetic process [GO:0045540]; SREBP signaling pathway [GO:0032933],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; cholesterol binding [GO:0015485]; ubiquitin protein ligase binding [GO:0031625]; cholesterol metabolic process [GO:0008203]; ERAD pathway [GO:0036503]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of fatty acid biosynthetic process [GO:0045717]; regulation of cholesterol biosynthetic process [GO:0045540]; SREBP signaling pathway [GO:0032933],cholesterol binding [GO:0015485]; ubiquitin protein ligase binding [GO:0031625],GO:0005783; GO:0005789; GO:0005829; GO:0005886; GO:0008203; GO:0015485; GO:0031625; GO:0032933; GO:0032991; GO:0036503; GO:0045121; GO:0045540; GO:0045541; GO:0045717
O95180,CAC1H_HUMAN,Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2),CACNA1H,9606.ENSP00000334198,aldosterone biosynthetic process [GO:0032342]; calcium ion import [GO:0070509]; calcium ion import across plasma membrane [GO:0098703]; cellular response to hormone stimulus [GO:0032870]; cellular response to potassium ion [GO:0035865]; cortisol biosynthetic process [GO:0034651]; inorganic cation transmembrane transport [GO:0098662]; muscle contraction [GO:0006936]; muscle organ development [GO:0007517]; myoblast fusion [GO:0007520]; positive regulation of acrosome reaction [GO:2000344]; regulation of heart contraction [GO:0008016]; regulation of membrane potential [GO:0042391],membrane [GO:0016020]; plasma membrane [GO:0005886]; voltage-gated calcium channel complex [GO:0005891],membrane [GO:0016020]; plasma membrane [GO:0005886]; voltage-gated calcium channel complex [GO:0005891]; high voltage-gated calcium channel activity [GO:0008331]; low voltage-gated calcium channel activity [GO:0008332]; metal ion binding [GO:0046872]; scaffold protein binding [GO:0097110]; voltage-gated calcium channel activity [GO:0005245]; voltage-gated monoatomic ion channel activity [GO:0005244]; aldosterone biosynthetic process [GO:0032342]; calcium ion import [GO:0070509]; calcium ion import across plasma membrane [GO:0098703]; cellular response to hormone stimulus [GO:0032870]; cellular response to potassium ion [GO:0035865]; cortisol biosynthetic process [GO:0034651]; inorganic cation transmembrane transport [GO:0098662]; muscle contraction [GO:0006936]; muscle organ development [GO:0007517]; myoblast fusion [GO:0007520]; positive regulation of acrosome reaction [GO:2000344]; regulation of heart contraction [GO:0008016]; regulation of membrane potential [GO:0042391],high voltage-gated calcium channel activity [GO:0008331]; low voltage-gated calcium channel activity [GO:0008332]; metal ion binding [GO:0046872]; scaffold protein binding [GO:0097110]; voltage-gated calcium channel activity [GO:0005245]; voltage-gated monoatomic ion channel activity [GO:0005244],GO:0005244; GO:0005245; GO:0005886; GO:0005891; GO:0006936; GO:0007517; GO:0007520; GO:0008016; GO:0008331; GO:0008332; GO:0016020; GO:0032342; GO:0032870; GO:0034651; GO:0035865; GO:0042391; GO:0046872; GO:0070509; GO:0097110; GO:0098662; GO:0098703; GO:2000344
O95292,VAPB_HUMAN,Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C),VAPB UNQ484/PRO983,9606.ENSP00000417175,cholesterol transport [GO:0030301]; COPII-coated vesicle budding [GO:0090114]; endoplasmic reticulum membrane organization [GO:0090158]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; endoplasmic reticulum unfolded protein response [GO:0030968]; endoplasmic reticulum-plasma membrane tethering [GO:0061817]; host-mediated activation of viral genome replication [GO:0044829]; host-mediated perturbation of viral RNA genome replication [GO:0044830]; host-mediated suppression of viral genome replication [GO:0044828]; intracellular calcium ion homeostasis [GO:0006874]; IRE1-mediated unfolded protein response [GO:0036498]; negative regulation by virus of viral protein levels in host cell [GO:0046725]; positive regulation of viral genome replication [GO:0045070]; suppression of viral release by host [GO:0044790]; viral release from host cell [GO:0019076],cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793],cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793]; beta-tubulin binding [GO:0048487]; cadherin binding [GO:0045296]; enzyme binding [GO:0019899]; FFAT motif binding [GO:0033149]; microtubule binding [GO:0008017]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-membrane adaptor activity [GO:0043495]; cholesterol transport [GO:0030301]; COPII-coated vesicle budding [GO:0090114]; endoplasmic reticulum membrane organization [GO:0090158]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; endoplasmic reticulum unfolded protein response [GO:0030968]; endoplasmic reticulum-plasma membrane tethering [GO:0061817]; host-mediated activation of viral genome replication [GO:0044829]; host-mediated perturbation of viral RNA genome replication [GO:0044830]; host-mediated suppression of viral genome replication [GO:0044828]; intracellular calcium ion homeostasis [GO:0006874]; IRE1-mediated unfolded protein response [GO:0036498]; negative regulation by virus of viral protein levels in host cell [GO:0046725]; positive regulation of viral genome replication [GO:0045070]; suppression of viral release by host [GO:0044790]; viral release from host cell [GO:0019076],beta-tubulin binding [GO:0048487]; cadherin binding [GO:0045296]; enzyme binding [GO:0019899]; FFAT motif binding [GO:0033149]; microtubule binding [GO:0008017]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-membrane adaptor activity [GO:0043495],GO:0005737; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0006874; GO:0006888; GO:0007029; GO:0008017; GO:0019076; GO:0019899; GO:0030301; GO:0030968; GO:0033149; GO:0036498; GO:0042803; GO:0043495; GO:0044790; GO:0044828; GO:0044829; GO:0044830; GO:0045070; GO:0045296; GO:0046725; GO:0046982; GO:0048487; GO:0061817; GO:0090114; GO:0090158; GO:0098793; GO:0098794; GO:0098978
O95470,SGPL1_HUMAN,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),SGPL1 KIAA1252,9606.ENSP00000362298,androgen metabolic process [GO:0008209]; apoptotic signaling pathway [GO:0097190]; ceramide metabolic process [GO:0006672]; estrogen metabolic process [GO:0008210]; face morphogenesis [GO:0060325]; fatty acid metabolic process [GO:0006631]; fibroblast migration [GO:0010761]; hemopoiesis [GO:0030097]; kidney development [GO:0001822]; Leydig cell differentiation [GO:0033327]; luteinization [GO:0001553]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; post-embryonic development [GO:0009791]; regulation of multicellular organism growth [GO:0040014]; roof of mouth development [GO:0060021]; skeletal system morphogenesis [GO:0048705]; spermatogenesis [GO:0007283]; sphingolipid catabolic process [GO:0030149]; vasculogenesis [GO:0001570],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; pyridoxal phosphate binding [GO:0030170]; sphinganine-1-phosphate aldolase activity [GO:0008117]; androgen metabolic process [GO:0008209]; apoptotic signaling pathway [GO:0097190]; ceramide metabolic process [GO:0006672]; estrogen metabolic process [GO:0008210]; face morphogenesis [GO:0060325]; fatty acid metabolic process [GO:0006631]; fibroblast migration [GO:0010761]; hemopoiesis [GO:0030097]; kidney development [GO:0001822]; Leydig cell differentiation [GO:0033327]; luteinization [GO:0001553]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; post-embryonic development [GO:0009791]; regulation of multicellular organism growth [GO:0040014]; roof of mouth development [GO:0060021]; skeletal system morphogenesis [GO:0048705]; spermatogenesis [GO:0007283]; sphingolipid catabolic process [GO:0030149]; vasculogenesis [GO:0001570],pyridoxal phosphate binding [GO:0030170]; sphinganine-1-phosphate aldolase activity [GO:0008117],GO:0001553; GO:0001570; GO:0001822; GO:0005783; GO:0005789; GO:0006631; GO:0006672; GO:0007283; GO:0008117; GO:0008209; GO:0008210; GO:0009791; GO:0010761; GO:0030097; GO:0030149; GO:0030170; GO:0033327; GO:0040014; GO:0048008; GO:0048705; GO:0060021; GO:0060325; GO:0097190
P01574,IFNB_HUMAN,Interferon beta (IFN-beta) (Fibroblast interferon),IFNB1 IFB IFNB,9606.ENSP00000369581,adaptive immune response [GO:0002250]; B cell activation involved in immune response [GO:0002312]; B cell proliferation [GO:0042100]; cell surface receptor signaling pathway [GO:0007166]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cell surface receptor signaling pathway via STAT [GO:0097696]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to interferon-beta [GO:0035458]; cellular response to virus [GO:0098586]; cytokine-mediated signaling pathway [GO:0019221]; defense response to virus [GO:0051607]; humoral immune response [GO:0006959]; innate immune response [GO:0045087]; natural killer cell activation [GO:0030101]; natural killer cell activation involved in immune response [GO:0002323]; negative regulation of Lewy body formation [GO:0140123]; negative regulation of T cell differentiation [GO:0045581]; negative regulation of T-helper 2 cell cytokine production [GO:2000552]; negative regulation of viral genome replication [GO:0045071]; neuron cellular homeostasis [GO:0070050]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of autophagy [GO:0010508]; positive regulation of innate immune response [GO:0045089]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of MHC class I biosynthetic process [GO:0045343]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]; T cell activation involved in immune response [GO:0002286]; type I interferon-mediated signaling pathway [GO:0060337],extracellular region [GO:0005576]; extracellular space [GO:0005615],extracellular region [GO:0005576]; extracellular space [GO:0005615]; chloramphenicol O-acetyltransferase activity [GO:0008811]; cytokine activity [GO:0005125]; cytokine receptor binding [GO:0005126]; type I interferon receptor binding [GO:0005132]; adaptive immune response [GO:0002250]; B cell activation involved in immune response [GO:0002312]; B cell proliferation [GO:0042100]; cell surface receptor signaling pathway [GO:0007166]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cell surface receptor signaling pathway via STAT [GO:0097696]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to interferon-beta [GO:0035458]; cellular response to virus [GO:0098586]; cytokine-mediated signaling pathway [GO:0019221]; defense response to virus [GO:0051607]; humoral immune response [GO:0006959]; innate immune response [GO:0045087]; natural killer cell activation [GO:0030101]; natural killer cell activation involved in immune response [GO:0002323]; negative regulation of Lewy body formation [GO:0140123]; negative regulation of T cell differentiation [GO:0045581]; negative regulation of T-helper 2 cell cytokine production [GO:2000552]; negative regulation of viral genome replication [GO:0045071]; neuron cellular homeostasis [GO:0070050]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of autophagy [GO:0010508]; positive regulation of innate immune response [GO:0045089]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of MHC class I biosynthetic process [GO:0045343]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]; T cell activation involved in immune response [GO:0002286]; type I interferon-mediated signaling pathway [GO:0060337],chloramphenicol O-acetyltransferase activity [GO:0008811]; cytokine activity [GO:0005125]; cytokine receptor binding [GO:0005126]; type I interferon receptor binding [GO:0005132],GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005126; GO:0005132; GO:0005576; GO:0005615; GO:0006959; GO:0007166; GO:0007259; GO:0008811; GO:0009615; GO:0010508; GO:0019221; GO:0030101; GO:0035458; GO:0042100; GO:0043330; GO:0045071; GO:0045087; GO:0045089; GO:0045343; GO:0045581; GO:0045944; GO:0051607; GO:0060337; GO:0070050; GO:0071360; GO:0097696; GO:0098586; GO:0140123; GO:2000552; GO:2001235
P01903,DRA_HUMAN,"HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)",HLA-DRA HLA-DRA1,9606.ENSP00000378786,"adaptive immune response [GO:0002250]; antigen processing and presentation of endogenous peptide antigen via MHC class II [GO:0002491]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II [GO:0002504]; cognition [GO:0050890]; immune response [GO:0006955]; myeloid dendritic cell antigen processing and presentation [GO:0002469]; peptide antigen assembly with MHC class II protein complex [GO:0002503]; positive regulation of CD4-positive, alpha-beta T cell activation [GO:2000516]; positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation [GO:0032831]; positive regulation of immune response [GO:0050778]; positive regulation of memory T cell differentiation [GO:0043382]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; regulation of T-helper cell differentiation [GO:0045622]",autolysosome membrane [GO:0120281]; cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; early endosome membrane [GO:0031901]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; immunological synapse [GO:0001772]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658],"autolysosome membrane [GO:0120281]; cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; early endosome membrane [GO:0031901]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; immunological synapse [GO:0001772]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]; MHC class II protein complex binding [GO:0023026]; peptide antigen binding [GO:0042605]; polysaccharide binding [GO:0030247]; T cell receptor binding [GO:0042608]; adaptive immune response [GO:0002250]; antigen processing and presentation of endogenous peptide antigen via MHC class II [GO:0002491]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II [GO:0002504]; cognition [GO:0050890]; immune response [GO:0006955]; myeloid dendritic cell antigen processing and presentation [GO:0002469]; peptide antigen assembly with MHC class II protein complex [GO:0002503]; positive regulation of CD4-positive, alpha-beta T cell activation [GO:2000516]; positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation [GO:0032831]; positive regulation of immune response [GO:0050778]; positive regulation of memory T cell differentiation [GO:0043382]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; regulation of T-helper cell differentiation [GO:0045622]",MHC class II protein complex binding [GO:0023026]; peptide antigen binding [GO:0042605]; polysaccharide binding [GO:0030247]; T cell receptor binding [GO:0042608],GO:0000139; GO:0001772; GO:0001916; GO:0002250; GO:0002469; GO:0002491; GO:0002503; GO:0002504; GO:0005764; GO:0005765; GO:0005886; GO:0006955; GO:0009986; GO:0012507; GO:0019886; GO:0023026; GO:0030247; GO:0030658; GO:0030666; GO:0030669; GO:0031901; GO:0031902; GO:0032588; GO:0032831; GO:0042605; GO:0042608; GO:0042613; GO:0043382; GO:0045622; GO:0050778; GO:0050870; GO:0050890; GO:0070062; GO:0098553; GO:0120281; GO:2000516
