Entry,Entry Name,Protein names,Gene Names,name,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function),Gene Ontology IDs
O00291,HIP1_HUMAN,Huntingtin-interacting protein 1 (HIP-1) (Huntingtin-interacting protein I) (HIP-I),HIP1,9606.ENSP00000336747,actin filament organization [GO:0007015]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; cell differentiation [GO:0030154]; clathrin coat assembly [GO:0048268]; endocytosis [GO:0006897]; neurotransmitter receptor transport [GO:0099637]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000588]; positive regulation of receptor-mediated endocytosis [GO:0048260]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of endocytosis [GO:0030100]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149],acrosomal vesicle [GO:0001669]; clathrin-coated vesicle [GO:0030136]; clathrin-coated vesicle membrane [GO:0030665]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleus [GO:0005634]; postsynapse [GO:0098794]; presynapse [GO:0098793]; Schaffer collateral - CA1 synapse [GO:0098685]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228],"acrosomal vesicle [GO:0001669]; clathrin-coated vesicle [GO:0030136]; clathrin-coated vesicle membrane [GO:0030665]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleus [GO:0005634]; postsynapse [GO:0098794]; presynapse [GO:0098793]; Schaffer collateral - CA1 synapse [GO:0098685]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]; actin filament binding [GO:0051015]; AP-2 adaptor complex binding [GO:0035612]; clathrin adaptor activity [GO:0035615]; clathrin binding [GO:0030276]; clathrin light chain binding [GO:0032051]; epidermal growth factor receptor binding [GO:0005154]; glutamate receptor binding [GO:0035254]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; structural constituent of cytoskeleton [GO:0005200]; actin filament organization [GO:0007015]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; cell differentiation [GO:0030154]; clathrin coat assembly [GO:0048268]; endocytosis [GO:0006897]; neurotransmitter receptor transport [GO:0099637]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000588]; positive regulation of receptor-mediated endocytosis [GO:0048260]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of endocytosis [GO:0030100]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]","actin filament binding [GO:0051015]; AP-2 adaptor complex binding [GO:0035612]; clathrin adaptor activity [GO:0035615]; clathrin binding [GO:0030276]; clathrin light chain binding [GO:0032051]; epidermal growth factor receptor binding [GO:0005154]; glutamate receptor binding [GO:0035254]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; structural constituent of cytoskeleton [GO:0005200]",GO:0001669; GO:0005154; GO:0005200; GO:0005634; GO:0005737; GO:0005794; GO:0005829; GO:0005856; GO:0006897; GO:0006915; GO:0007015; GO:0016020; GO:0030100; GO:0030136; GO:0030154; GO:0030276; GO:0030665; GO:0030864; GO:0032051; GO:0032266; GO:0035091; GO:0035254; GO:0035612; GO:0035615; GO:0042803; GO:0042981; GO:0043325; GO:0045742; GO:0046982; GO:0048260; GO:0048268; GO:0050821; GO:0051015; GO:0051897; GO:0080025; GO:0097190; GO:0097225; GO:0097228; GO:0098685; GO:0098793; GO:0098794; GO:0098978; GO:0099149; GO:0099171; GO:0099637; GO:2000588
O14776,TCRG1_HUMAN,Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150),TCERG1 CA150 TAF2S,9606.ENSP00000296702,mRNA processing [GO:0006397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; RNA splicing [GO:0008380],nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA polymerase binding [GO:0070063]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; transcription corepressor activity [GO:0003714]; transcription elongation factor activity [GO:0003711]; ubiquitin-like protein conjugating enzyme binding [GO:0044390]; mRNA processing [GO:0006397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; RNA splicing [GO:0008380],identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA polymerase binding [GO:0070063]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; transcription corepressor activity [GO:0003714]; transcription elongation factor activity [GO:0003711]; ubiquitin-like protein conjugating enzyme binding [GO:0044390],GO:0000122; GO:0003711; GO:0003712; GO:0003713; GO:0003714; GO:0003723; GO:0005634; GO:0005654; GO:0006397; GO:0008380; GO:0016607; GO:0032968; GO:0034244; GO:0042802; GO:0044390; GO:0045944; GO:0061629; GO:0070063
O15350,P73_HUMAN,Tumor protein p73 (p53-like transcription factor) (p53-related protein),TP73 P73,9606.ENSP00000367545,cerebrospinal fluid secretion [GO:0033326]; digestive tract morphogenesis [GO:0048546]; DNA damage response [GO:0006974]; hippocampus development [GO:0021766]; inflammatory response [GO:0006954]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; kidney development [GO:0001822]; mismatch repair [GO:0006298]; negative regulation of cardiac muscle cell proliferation [GO:0060044]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron differentiation [GO:0045665]; neuron development [GO:0048666]; positive regulation of cell size [GO:0045793]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902167]; positive regulation of lung ciliated cell differentiation [GO:1901248]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of oligodendrocyte differentiation [GO:0048714]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; protein tetramerization [GO:0051262]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of gene expression [GO:0010468]; regulation of mitotic cell cycle [GO:0007346]; release of cytochrome c from mitochondria [GO:0001836]; response to xenobiotic stimulus [GO:0009410],cell junction [GO:0030054]; centrosome [GO:0005813]; chromatin [GO:0000785]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],"cell junction [GO:0030054]; centrosome [GO:0005813]; chromatin [GO:0000785]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; MDM2/MDM4 family protein binding [GO:0097371]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; promoter-specific chromatin binding [GO:1990841]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription cis-regulatory region binding [GO:0000976]; transcription corepressor binding [GO:0001222]; cerebrospinal fluid secretion [GO:0033326]; digestive tract morphogenesis [GO:0048546]; DNA damage response [GO:0006974]; hippocampus development [GO:0021766]; inflammatory response [GO:0006954]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; kidney development [GO:0001822]; mismatch repair [GO:0006298]; negative regulation of cardiac muscle cell proliferation [GO:0060044]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron differentiation [GO:0045665]; neuron development [GO:0048666]; positive regulation of cell size [GO:0045793]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902167]; positive regulation of lung ciliated cell differentiation [GO:1901248]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of oligodendrocyte differentiation [GO:0048714]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; protein tetramerization [GO:0051262]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of gene expression [GO:0010468]; regulation of mitotic cell cycle [GO:0007346]; release of cytochrome c from mitochondria [GO:0001836]; response to xenobiotic stimulus [GO:0009410]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; MDM2/MDM4 family protein binding [GO:0097371]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; promoter-specific chromatin binding [GO:1990841]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription cis-regulatory region binding [GO:0000976]; transcription corepressor binding [GO:0001222]",GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001222; GO:0001228; GO:0001822; GO:0001836; GO:0002039; GO:0003700; GO:0005634; GO:0005654; GO:0005794; GO:0005813; GO:0005829; GO:0005886; GO:0006298; GO:0006954; GO:0006974; GO:0007346; GO:0008285; GO:0008630; GO:0009410; GO:0009791; GO:0010468; GO:0019901; GO:0021766; GO:0030054; GO:0033326; GO:0036064; GO:0042771; GO:0042802; GO:0042981; GO:0043410; GO:0043524; GO:0045665; GO:0045793; GO:0045893; GO:0045944; GO:0046872; GO:0048546; GO:0048666; GO:0048714; GO:0051262; GO:0051726; GO:0060044; GO:0061629; GO:0097371; GO:0140297; GO:1901248; GO:1902167; GO:1990841
O75317,UBP12_HUMAN,Ubiquitin carboxyl-terminal hydrolase 12 (EC 3.4.19.12) (Deubiquitinating enzyme 12) (Ubiquitin specific peptidase 12) (Ubiquitin thioesterase 12) (Ubiquitin-hydrolyzing enzyme 1) (Ubiquitin-specific-processing protease 12),USP12 UBH1 USP12L1,9606.ENSP00000282344,protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647],cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; metal ion binding [GO:0046872]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647],cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; metal ion binding [GO:0046872],GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006508; GO:0016579; GO:0031647; GO:0046872
O75400,PR40A_HUMAN,Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6),PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225,9606.ENSP00000386458,"cell division [GO:0051301]; cell migration [GO:0016477]; cytoskeleton organization [GO:0007010]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; regulation of cell shape [GO:0008360]; regulation of cytokinesis [GO:0032465]",membrane [GO:0016020]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004],"membrane [GO:0016020]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004]; RNA binding [GO:0003723]; cell division [GO:0051301]; cell migration [GO:0016477]; cytoskeleton organization [GO:0007010]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; regulation of cell shape [GO:0008360]; regulation of cytokinesis [GO:0032465]",RNA binding [GO:0003723],GO:0000398; GO:0003723; GO:0005654; GO:0005685; GO:0007010; GO:0008360; GO:0016020; GO:0016363; GO:0016477; GO:0016607; GO:0032465; GO:0045292; GO:0051301; GO:0071004
P00734,THRB_HUMAN,Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain],F2,9606.ENSP00000308541,"acute-phase response [GO:0006953]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; blood coagulation [GO:0007596]; blood coagulation, fibrin clot formation [GO:0072378]; cell surface receptor signaling pathway [GO:0007166]; cytolysis by host of symbiont cells [GO:0051838]; fibrinolysis [GO:0042730]; ligand-gated ion channel signaling pathway [GO:1990806]; negative regulation of astrocyte differentiation [GO:0048712]; negative regulation of blood coagulation [GO:0030195]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of fibrinolysis [GO:0051918]; negative regulation of platelet activation [GO:0010544]; negative regulation of proteolysis [GO:0045861]; neutrophil-mediated killing of gram-negative bacterium [GO:0070945]; platelet activation [GO:0030168]; positive regulation of blood coagulation [GO:0030194]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of insulin secretion [GO:0032024]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway [GO:1900738]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; proteolysis [GO:0006508]; regulation of blood coagulation [GO:0030193]; regulation of cell shape [GO:0008360]; regulation of cytosolic calcium ion concentration [GO:0051480]; response to wounding [GO:0009611]; thrombin-activated receptor signaling pathway [GO:0070493]",blood microparticle [GO:0072562]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886],"blood microparticle [GO:0072562]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; lipopolysaccharide binding [GO:0001530]; receptor ligand activity [GO:0048018]; serine-type endopeptidase activity [GO:0004252]; signaling receptor binding [GO:0005102]; thrombospondin receptor activity [GO:0070053]; acute-phase response [GO:0006953]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; blood coagulation [GO:0007596]; blood coagulation, fibrin clot formation [GO:0072378]; cell surface receptor signaling pathway [GO:0007166]; cytolysis by host of symbiont cells [GO:0051838]; fibrinolysis [GO:0042730]; ligand-gated ion channel signaling pathway [GO:1990806]; negative regulation of astrocyte differentiation [GO:0048712]; negative regulation of blood coagulation [GO:0030195]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of fibrinolysis [GO:0051918]; negative regulation of platelet activation [GO:0010544]; negative regulation of proteolysis [GO:0045861]; neutrophil-mediated killing of gram-negative bacterium [GO:0070945]; platelet activation [GO:0030168]; positive regulation of blood coagulation [GO:0030194]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of insulin secretion [GO:0032024]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway [GO:1900738]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; proteolysis [GO:0006508]; regulation of blood coagulation [GO:0030193]; regulation of cell shape [GO:0008360]; regulation of cytosolic calcium ion concentration [GO:0051480]; response to wounding [GO:0009611]; thrombin-activated receptor signaling pathway [GO:0070493]",calcium ion binding [GO:0005509]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; lipopolysaccharide binding [GO:0001530]; receptor ligand activity [GO:0048018]; serine-type endopeptidase activity [GO:0004252]; signaling receptor binding [GO:0005102]; thrombospondin receptor activity [GO:0070053],GO:0001530; GO:0004252; GO:0005102; GO:0005509; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0006508; GO:0006953; GO:0007166; GO:0007596; GO:0008083; GO:0008201; GO:0008284; GO:0008360; GO:0009611; GO:0010544; GO:0030168; GO:0030193; GO:0030194; GO:0030195; GO:0030307; GO:0032024; GO:0032967; GO:0042730; GO:0045861; GO:0046427; GO:0048018; GO:0048712; GO:0051281; GO:0051480; GO:0051838; GO:0051897; GO:0051918; GO:0061844; GO:0070053; GO:0070062; GO:0070493; GO:0070945; GO:0072378; GO:0072562; GO:1900016; GO:1900182; GO:1900738; GO:1990806; GO:2000379
P00740,FA9_HUMAN,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,9606.ENSP00000218099,blood coagulation [GO:0007596]; proteolysis [GO:0006508]; zymogen activation [GO:0031638],endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886],endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; endopeptidase activity [GO:0004175]; metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]; proteolysis [GO:0006508]; zymogen activation [GO:0031638],calcium ion binding [GO:0005509]; endopeptidase activity [GO:0004175]; metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252],GO:0004175; GO:0004252; GO:0005509; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0006508; GO:0007596; GO:0031012; GO:0031638; GO:0046872; GO:0070062
P00742,FA10_HUMAN,Coagulation factor X (EC 3.4.21.6) (Stuart factor) (Stuart-Prower factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain],F10,9606.ENSP00000364709,blood coagulation [GO:0007596]; positive regulation of cell migration [GO:0030335]; positive regulation of TOR signaling [GO:0032008]; proteolysis [GO:0006508],endoplasmic reticulum lumen [GO:0005788]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886],endoplasmic reticulum lumen [GO:0005788]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; phospholipid binding [GO:0005543]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]; positive regulation of cell migration [GO:0030335]; positive regulation of TOR signaling [GO:0032008]; proteolysis [GO:0006508],calcium ion binding [GO:0005509]; phospholipid binding [GO:0005543]; serine-type endopeptidase activity [GO:0004252],GO:0004252; GO:0005509; GO:0005543; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0006508; GO:0007596; GO:0009897; GO:0030335; GO:0032008
P00747,PLMN_HUMAN,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]",PLG,9606.ENSP00000308938,"biological process involved in interaction with symbiont [GO:0051702]; blood coagulation [GO:0007596]; extracellular matrix disassembly [GO:0022617]; fibrinolysis [GO:0042730]; labyrinthine layer blood vessel development [GO:0060716]; mononuclear cell migration [GO:0071674]; muscle cell cellular homeostasis [GO:0046716]; myoblast differentiation [GO:0045445]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell-cell adhesion mediated by cadherin [GO:2000048]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of fibrinolysis [GO:0051918]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of fibrinolysis [GO:0051919]; protein processing [GO:0016485]; proteolysis [GO:0006508]; tissue regeneration [GO:0042246]; tissue remodeling [GO:0048771]; trans-synaptic signaling by BDNF, modulating synaptic transmission [GO:0099183]; trophoblast giant cell differentiation [GO:0060707]",blood microparticle [GO:0072562]; cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093]; Schaffer collateral - CA1 synapse [GO:0098685],"blood microparticle [GO:0072562]; cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093]; Schaffer collateral - CA1 synapse [GO:0098685]; apolipoprotein binding [GO:0034185]; endopeptidase activity [GO:0004175]; enzyme binding [GO:0019899]; kinase binding [GO:0019900]; protease binding [GO:0002020]; protein antigen binding [GO:1990405]; protein domain specific binding [GO:0019904]; protein-folding chaperone binding [GO:0051087]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; signaling receptor binding [GO:0005102]; biological process involved in interaction with symbiont [GO:0051702]; blood coagulation [GO:0007596]; extracellular matrix disassembly [GO:0022617]; fibrinolysis [GO:0042730]; labyrinthine layer blood vessel development [GO:0060716]; mononuclear cell migration [GO:0071674]; muscle cell cellular homeostasis [GO:0046716]; myoblast differentiation [GO:0045445]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell-cell adhesion mediated by cadherin [GO:2000048]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of fibrinolysis [GO:0051918]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of fibrinolysis [GO:0051919]; protein processing [GO:0016485]; proteolysis [GO:0006508]; tissue regeneration [GO:0042246]; tissue remodeling [GO:0048771]; trans-synaptic signaling by BDNF, modulating synaptic transmission [GO:0099183]; trophoblast giant cell differentiation [GO:0060707]",apolipoprotein binding [GO:0034185]; endopeptidase activity [GO:0004175]; enzyme binding [GO:0019899]; kinase binding [GO:0019900]; protease binding [GO:0002020]; protein antigen binding [GO:1990405]; protein domain specific binding [GO:0019904]; protein-folding chaperone binding [GO:0051087]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; signaling receptor binding [GO:0005102],GO:0002020; GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0005886; GO:0006508; GO:0007596; GO:0008236; GO:0008285; GO:0009897; GO:0009986; GO:0010812; GO:0016485; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031012; GO:0031093; GO:0034185; GO:0042246; GO:0042730; GO:0043536; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051702; GO:0051918; GO:0051919; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:0098685; GO:0098978; GO:0099183; GO:1990405; GO:2000048
